week,game_num,matchup,kickoff_local,venue,home_team,away_team,open_spread_home,open_spread_away,circa_spread_home,circa_spread_away,current_spread_home,current_spread_away,closing_spread_home,closing_spread_away,line_value_current_home,line_value_current_away,line_value_closing_home,line_value_closing_away,line_value_home,line_value_away,off_epa_per_play_home,off_epa_per_play_away,def_epa_per_play_home,def_epa_per_play_away,total_dvoa_home,total_dvoa_away,off_dvoa_home,off_dvoa_away,def_dvoa_home,def_dvoa_away,st_dvoa_home,st_dvoa_away,rest_days_home,rest_days_away,rest_days_diff,injuries_key_home,injuries_key_away,weather_notes,circa_spread_price_home,circa_spread_price_away
13,2,ATL @ NYJ,1:00 PM,,NYJ,ATL,,,,,1.5,-1.5,,,,,,,,,,,,,-19.3,-4.3,-3.2,3.8,-14.0,7.4,-2.4,-0.7,6,6,0,,,,,
13,3,GB @ DET,1:00 PM,,DET,GB,,,,,-2.5,2.5,,,,,,,,,,,,,20.4,6.3,19.4,4.5,1.4,1.4,-0.3,0.4,6,6,0,,,,,
13,4,HOU @ IND,1:00 PM,,IND,HOU,,,,,4.5,-4.5,,,,,,,,,,,,,-8.3,0.5,-2.4,-4.3,-5.9,-4.5,-0.4,0.1,6,6,0,,,,,
13,5,JAX @ TEN,1:00 PM,,TEN,JAX,,,,,4.5,-4.5,,,,,,,,,,,,,-17.4,-0.6,-4.1,-2.6,-13.3,-1.8,0.0,0.2,6,6,0,,,,,
13,6,LAR @ CAR,1:00 PM,,CAR,LAR,,,,,3.5,-3.5,,,,,,,,,,,,,-22.1,4.8,-10.7,6.5,-12.0,-1.7,-0.7,-0.2,6,6,0,,,,,
13,7,NO @ MIA,1:00 PM,,MIA,NO,,,,,-6.0,6.0,,,,,,,,,,,,,1.6,-11.0,4.3,-3.9,5.8,-6.8,0.4,-0.3,6,6,0,,,,,
13,8,SF @ CLE,1:00 PM,,CLE,SF,,,,,6.0,-6.0,,,,,,,,,,,,,-13.7,13.7,-8.4,15.1,-5.3,-0.3,0.0,-1.9,6,6,0,,,,,
13,9,CHI @ PHI,3:00 PM,,PHI,CHI,,,,,-7.0,7.0,,,,,,,,,,,,,11.0,-4.2,6.3,-2.4,1.8,-2.0,2.2,-1.6,6,6,0,,,,,
13,10,MIN @ SEA,4:05 PM,,SEA,MIN,,,,,-1.5,1.5,,,,,,,,,,,,,-4.6,0.0,3.1,-10.7,-7.5,10.7,-0.7,0.3,6,6,0,,,,,
13,11,BUF @ PIT,4:25 PM,,PIT,BUF,,,,,4.5,-4.5,,,,,,,,,,,,,-4.6,19.3,-4.3,16.8,1.5,-2.9,0.1,-0.4,6,6,0,,,,,
13,12,LV @ LAC,4:25 PM,,LAC,LV,,,,,-6.5,6.5,,,,,,,,,,,,,-4.6,-2.9,0.9,8.3,5.1,-2.2,0.4,0.6,6,6,0,,,,,
13,13,KC @ DAL,4:30 PM,,DAL,KC,,,,,5.5,-5.5,,,,,,,,,,,,,-4.8,15.9,-2.3,11.6,1.7,-2.9,-0.3,1.9,6,6,0,,,,,
13,14,NYG @ NE,8:15 PM,,NE,NYG,,,,,-3.0,3.0,,,,,,,,,,,,,-7.9,-17.4,-8.7,-3.1,1.6,-14.4,-0.5,0.1,6,6,0,,,,,
13,15,CIN @ BAL,8:20 PM,,BAL,CIN,,,,,-2.5,2.5,,,,,,,,,,,,,24.1,5.3,14.9,0.7,5.1,2.7,1.1,0.7,6,6,0,,,,,
13,16,DEN @ WSH,8:20 PM,,WSH,DEN,,,,,0.0,0.0,,,,,,,,,,,,,15.9,5.4,15.2,-1.3,0.1,-7.0,0.8,-0.3,6,6,0,,,,,
14,1,CHI @ GB,1:00 PM,,GB,CHI,,,,,-1.5,1.5,,,,,,,,,,,,,6.3,-4.2,4.5,-2.4,1.4,-2.0,0.4,-1.6,6,6,0,,,,,
14,2,IND @ JAX,1:00 PM,,JAX,IND,,,,,1.5,-1.5,,,,,,,,,,,,,-0.6,-8.3,-2.6,-2.4,-1.8,-5.9,0.2,-0.4,6,6,0,,,,,
14,3,MIA @ NYJ,1:00 PM,,NYJ,MIA,,,,,1.5,-1.5,,,,,,,,,,,,,-19.3,1.6,-3.2,4.3,-14.0,5.8,-2.4,0.4,6,6,0,,,,,
14,4,NO @ TB,1:00 PM,,TB,NO,,,,,-9.5,9.5,,,,,,,,,,,,,3.8,-11.0,7.4,-3.9,2.2,-6.8,-1.4,-0.3,6,6,0,,,,,
14,5,PIT @ BAL,1:00 PM,,BAL,PIT,,,,,-4.5,4.5,,,,,,,,,,,,,24.1,-4.6,14.9,-4.3,5.1,1.5,1.1,0.1,6,6,0,,,,,
14,6,SEA @ ATL,1:00 PM,,ATL,SEA,,,,,-1.5,1.5,,,,,,,,,,,,,-4.3,-4.6,3.8,3.1,7.4,-7.5,-0.7,-0.7,6,6,0,,,,,
14,7,TEN @ CLE,1:00 PM,,CLE,TEN,,,,,-1.5,1.5,,,,,,,,,,,,,-13.7,-17.4,-8.4,-4.1,-5.3,-13.3,0.0,0.0,6,6,0,,,,,
14,8,WSH @ MIN,1:00 PM,,MIN,WSH,,,,,0.0,0.0,,,,,,,,,,,,,0.0,15.9,-10.7,15.2,10.7,0.1,0.3,0.8,6,6,0,,,,,
14,9,DEN @ LV,4:05 PM,,LV,DEN,,,,,3.5,-3.5,,,,,,,,,,,,,-2.9,5.4,8.3,-1.3,-2.2,-7.0,0.6,-0.3,6,6,0,,,,,
14,10,CIN @ BUF,4:25 PM,,BUF,CIN,,,,,-5.5,5.5,,,,,,,,,,,,,19.3,5.3,16.8,0.7,-2.9,2.7,-0.4,0.7,6,6,0,,,,,
14,11,LAR @ ARI,4:25 PM,,ARI,LAR,,,,,4.5,-4.5,,,,,,,,,,,,,3.0,4.8,0.3,6.5,-3.2,-1.7,0.7,-0.2,6,6,0,,,,,
14,12,DAL @ DET,8:15 PM,,DET,DAL,,,,,-6.0,6.0,,,,,,,,,,,,,20.4,-4.8,19.4,-2.3,1.4,1.7,-0.3,-0.3,6,6,0,,,,,
14,13,PHI @ LAC,8:15 PM,,LAC,PHI,,,,,2.5,-2.5,,,,,,,,,,,,,-4.6,11.0,0.9,6.3,5.1,1.8,0.4,2.2,6,6,0,,,,,
14,14,HOU @ KC,8:20 PM,,KC,HOU,,,,,-6.5,6.5,,,,,,,,,,,,,15.9,0.5,11.6,-4.3,-2.9,-4.5,1.9,0.1,6,6,0,,,,,
15,1,ARI @ HOU,1:00 PM,,HOU,ARI,,,,,-2.5,2.5,,,,,,,,,,,,,0.5,3.0,-4.3,0.3,-4.5,-3.2,0.1,0.7,6,6,0,,,,,
15,2,BAL @ CIN,1:00 PM,,CIN,BAL,,,,,2.5,-2.5,,,,,,,,,,,,,5.3,24.1,0.7,14.9,2.7,5.1,0.7,1.1,6,6,0,,,,,
15,3,BUF @ NE,1:00 PM,,NE,BUF,,,,,4.5,-4.5,,,,,,,,,,,,,-7.9,19.3,-8.7,16.8,1.6,-2.9,-0.5,-0.4,6,6,0,,,,,
15,4,CLE @ CHI,1:00 PM,,CHI,CLE,,,,,-7.0,7.0,,,,,,,,,,,,,-4.2,-13.7,-2.4,-8.4,-2.0,-5.3,-1.6,0.0,6,6,0,,,,,
15,5,LAC @ KC,1:00 PM,,KC,LAC,,,,,-4.5,4.5,,,,,,,,,,,,,15.9,-4.6,11.6,0.9,-2.9,5.1,1.9,0.4,6,6,0,,,,,
15,6,LV @ PHI,1:00 PM,,PHI,LV,,,,,-10.5,10.5,,,,,,,,,,,,,11.0,-2.9,6.3,8.3,1.8,-2.2,2.2,0.6,6,6,0,,,,,
15,7,NYJ @ JAX,1:00 PM,,JAX,NYJ,,,,,-4.5,4.5,,,,,,,,,,,,,-0.6,-19.3,-2.6,-3.2,-1.8,-14.0,0.2,-2.4,6,6,0,,,,,
15,8,WSH @ NYG,1:00 PM,,NYG,WSH,,,,,0.0,0.0,,,,,,,,,,,,,-17.4,15.9,-3.1,15.2,-14.4,0.1,0.1,0.8,6,6,0,,,,,
15,9,CAR @ NO,4:25 PM,,NO,CAR,,,,,1.5,-1.5,,,,,,,,,,,,,-11.0,-22.1,-3.9,-10.7,-6.8,-12.0,-0.3,-0.7,6,6,0,,,,,
15,10,DET @ LAR,4:25 PM,,LAR,DET,,,,,1.5,-1.5,,,,,,,,,,,,,4.8,20.4,6.5,19.4,-1.7,1.4,-0.2,-0.3,6,6,0,,,,,
15,11,GB @ DEN,4:25 PM,,DEN,GB,,,,,-1.5,1.5,,,,,,,,,,,,,5.4,6.3,-1.3,4.5,-7.0,1.4,-0.3,0.4,6,6,0,,,,,
15,12,IND @ SEA,4:25 PM,,SEA,IND,,,,,-3.5,3.5,,,,,,,,,,,,,-4.6,-8.3,3.1,-2.4,-7.5,-5.9,-0.7,-0.4,6,6,0,,,,,
15,13,TEN @ SF,4:25 PM,,SF,TEN,,,,,-7.5,7.5,,,,,,,,,,,,,13.7,-17.4,15.1,-4.1,-0.3,-13.3,-1.9,0.0,6,6,0,,,,,
15,14,ATL @ TB,8:15 PM,,TB,ATL,,,,,-5.5,5.5,,,,,,,,,,,,,3.8,-4.3,7.4,3.8,2.2,7.4,-1.4,-0.7,6,6,0,,,,,
15,15,MIA @ PIT,8:15 PM,,PIT,MIA,,,,,-3.0,3.0,,,,,,,,,,,,,-4.6,1.6,-4.3,4.3,1.5,5.8,0.1,0.4,6,6,0,,,,,
15,16,MIN @ DAL,8:20 PM,,DAL,MIN,,,,,1.5,-1.5,,,,,,,,,,,,,-4.8,0.0,-2.3,-10.7,1.7,10.7,-0.3,0.3,6,6,0,,,,,
16,1,BUF @ CLE,1:00 PM,,CLE,BUF,,,,,8.5,-8.5,,,,,,,,,,,,,-13.7,19.3,-8.4,16.8,-5.3,-2.9,0.0,-0.4,6,6,0,,,,,
16,2,GB @ CHI,1:00 PM,,CHI,GB,,,,,1.5,-1.5,,,,,,,,,,,,,-4.2,6.3,-2.4,4.5,-2.0,1.4,-1.6,0.4,6,6,0,,,,,
16,3,KC @ TEN,1:00 PM,,TEN,KC,,,,,7.0,-7.0,,,,,,,,,,,,,-17.4,15.9,-4.1,11.6,-13.3,-2.9,0.0,1.9,6,6,0,,,,,
16,4,LAC @ DAL,1:00 PM,,DAL,LAC,,,,,1.5,-1.5,,,,,,,,,,,,,-4.8,-4.6,-2.3,0.9,1.7,5.1,-0.3,0.4,6,6,0,,,,,
16,5,MIN @ NYG,1:00 PM,,NYG,MIN,,,,,2.5,-2.5,,,,,,,,,,,,,-17.4,0.0,-3.1,-10.7,-14.4,10.7,0.1,0.3,6,6,0,,,,,
16,6,NE @ BAL,1:00 PM,,BAL,NE,,,,,-8.5,8.5,,,,,,,,,,,,,24.1,-7.9,14.9,-8.7,5.1,1.6,1.1,-0.5,6,6,0,,,,,
16,7,NYJ @ NO,1:00 PM,,NO,NYJ,,,,,-1.5,1.5,,,,,,,,,,,,,-11.0,-19.3,-3.9,-3.2,-6.8,-14.0,-0.3,-2.4,6,6,0,,,,,
16,8,PHI @ WSH,1:00 PM,,WSH,PHI,,,,,0.0,0.0,,,,,,,,,,,,,15.9,11.0,15.2,6.3,0.1,1.8,0.8,2.2,6,6,0,,,,,
16,9,TB @ CAR,1:00 PM,,CAR,TB,,,,,7.0,-7.0,,,,,,,,,,,,,-22.1,3.8,-10.7,7.4,-12.0,2.2,-0.7,-1.4,6,6,0,,,,,
16,10,ATL @ ARI,4:05 PM,,ARI,ATL,,,,,-3.5,3.5,,,,,,,,,,,,,3.0,-4.3,0.3,3.8,-3.2,7.4,0.7,-0.7,6,6,0,,,,,
16,11,JAX @ DEN,4:05 PM,,DEN,JAX,,,,,-5.5,5.5,,,,,,,,,,,,,5.4,-0.6,-1.3,-2.6,-7.0,-1.8,-0.3,0.2,6,6,0,,,,,
16,12,LV @ HOU,4:25 PM,,HOU,LV,,,,,-4.5,4.5,,,,,,,,,,,,,0.5,-2.9,-4.3,8.3,-4.5,-2.2,0.1,0.6,6,6,0,,,,,
16,13,PIT @ DET,4:25 PM,,DET,PIT,,,,,-6.0,6.0,,,,,,,,,,,,,20.4,-4.6,19.4,-4.3,1.4,1.5,-0.3,0.1,6,6,0,,,,,
16,14,LAR @ SEA,8:15 PM,,SEA,LAR,,,,,1.5,-1.5,,,,,,,,,,,,,-4.6,4.8,3.1,6.5,-7.5,-1.7,-0.7,-0.2,6,6,0,,,,,
16,15,SF @ IND,8:15 PM,,IND,SF,,,,,3.0,-3.0,,,,,,,,,,,,,-8.3,13.7,-2.4,15.1,-5.9,-0.3,-0.4,-1.9,6,6,0,,,,,
16,16,CIN @ MIA,8:20 PM,,MIA,CIN,,,,,1.5,-1.5,,,,,,,,,,,,,1.6,5.3,4.3,0.7,5.8,2.7,0.4,0.7,6,6,0,,,,,
17,1,ARI @ CIN,1:00 PM,,CIN,ARI,,,,,-3.5,3.5,,,,,,,,,,,,,5.3,3.0,0.7,0.3,2.7,-3.2,0.7,0.7,6,6,0,,,,,
17,2,BAL @ GB,1:00 PM,,GB,BAL,,,,,1.5,-1.5,,,,,,,,,,,,,6.3,24.1,4.5,14.9,1.4,5.1,0.4,1.1,6,6,0,,,,,
17,3,DAL @ WSH,1:00 PM,,WSH,DAL,,,,,0.0,0.0,,,,,,,,,,,,,15.9,-4.8,15.2,-2.3,0.1,1.7,0.8,-0.3,6,6,0,,,,,
17,4,HOU @ LAC,1:00 PM,,LAC,HOU,,,,,-3.5,3.5,,,,,,,,,,,,,-4.6,0.5,0.9,-4.3,5.1,-4.5,0.4,0.1,6,6,0,,,,,
17,5,JAX @ IND,1:00 PM,,IND,JAX,,,,,-1.5,1.5,,,,,,,,,,,,,-8.3,-0.6,-2.4,-2.6,-5.9,-1.8,-0.4,0.2,6,6,0,,,,,
17,6,NE @ NYJ,1:00 PM,,NYJ,NE,,,,,1.5,-1.5,,,,,,,,,,,,,-19.3,-7.9,-3.2,-8.7,-14.0,1.6,-2.4,-0.5,6,6,0,,,,,
17,7,NO @ TEN,1:00 PM,,TEN,NO,,,,,-3.5,3.5,,,,,,,,,,,,,-17.4,-11.0,-4.1,-3.9,-13.3,-6.8,0.0,-0.3,6,6,0,,,,,
17,8,NYG @ LV,1:00 PM,,LV,NYG,,,,,-2.5,2.5,,,,,,,,,,,,,-2.9,-17.4,8.3,-3.1,-2.2,-14.4,0.6,0.1,6,6,0,,,,,
17,9,PIT @ CLE,1:00 PM,,CLE,PIT,,,,,2.5,-2.5,,,,,,,,,,,,,-13.7,-4.6,-8.4,-4.3,-5.3,1.5,0.0,0.1,6,6,0,,,,,
17,10,SEA @ CAR,1:00 PM,,CAR,SEA,,,,,1.5,-1.5,,,,,,,,,,,,,-22.1,-4.6,-10.7,3.1,-12.0,-7.5,-0.7,-0.7,6,6,0,,,,,
17,11,TB @ MIA,1:00 PM,,MIA,TB,,,,,1.5,-1.5,,,,,,,,,,,,,1.6,3.8,4.3,7.4,5.8,2.2,0.4,-1.4,6,6,0,,,,,
17,12,PHI @ BUF,4:25 PM,,BUF,PHI,,,,,-1.5,1.5,,,,,,,,,,,,,19.3,11.0,16.8,6.3,-2.9,1.8,-0.4,2.2,6,6,0,,,,,
17,13,DET @ MIN,4:30 PM,,MIN,DET,,,,,2.0,-2.0,,,,,,,,,,,,,0.0,20.4,-10.7,19.4,10.7,1.4,0.3,-0.3,6,6,0,,,,,
17,14,DEN @ KC,8:15 PM,,KC,DEN,,,,,-4.5,4.5,,,,,,,,,,,,,15.9,5.4,11.6,-1.3,-2.9,-7.0,1.9,-0.3,6,6,0,,,,,
17,15,LAR @ ATL,8:15 PM,,ATL,LAR,,,,,3.0,-3.0,,,,,,,,,,,,,-4.3,4.8,3.8,6.5,7.4,-1.7,-0.7,-0.2,6,6,0,,,,,
17,16,CHI @ SF,8:20 PM,,SF,CHI,,,,,-3.5,3.5,,,,,,,,,,,,,13.7,-4.2,15.1,-2.4,-0.3,-2.0,-1.9,-1.6,6,6,0,,,,,
18,1,ARI @ LAR,1:00 PM,,LAR,ARI,,,,,-4.5,4.5,,,,,,,,,,,,,4.8,3.0,6.5,0.3,-1.7,-3.2,-0.2,0.7,6,6,0,,,,,
18,2,BAL @ PIT,1:00 PM,,PIT,BAL,,,,,4.5,-4.5,,,,,,,,,,,,,-4.6,24.1,-4.3,14.9,1.5,5.1,0.1,1.1,6,6,0,,,,,
18,3,CAR @ TB,1:00 PM,,TB,CAR,,,,,-7.0,7.0,,,,,,,,,,,,,3.8,-22.1,7.4,-10.7,2.2,-12.0,-1.4,-0.7,6,6,0,,,,,
18,4,CLE @ CIN,1:00 PM,,CIN,CLE,,,,,-8.5,8.5,,,,,,,,,,,,,5.3,-13.7,0.7,-8.4,2.7,-5.3,0.7,0.0,6,6,0,,,,,
18,5,DAL @ NYG,1:00 PM,,NYG,DAL,,,,,1.5,-1.5,,,,,,,,,,,,,-17.4,-4.8,-3.1,-2.3,-14.4,1.7,0.1,-0.3,6,6,0,,,,,
18,6,DET @ CHI,1:00 PM,,CHI,DET,,,,,1.5,-1.5,,,,,,,,,,,,,-4.2,20.4,-2.4,19.4,-2.0,1.4,-1.6,-0.3,6,6,0,,,,,
18,7,GB @ MIN,1:00 PM,,MIN,GB,,,,,1.5,-1.5,,,,,,,,,,,,,0.0,6.3,-10.7,4.5,10.7,1.4,0.3,0.4,6,6,0,,,,,
18,8,IND @ HOU,1:00 PM,,HOU,IND,,,,,-4.5,4.5,,,,,,,,,,,,,0.5,-8.3,-4.3,-2.4,-4.5,-5.9,0.1,-0.4,6,6,0,,,,,
18,9,KC @ LV,1:00 PM,,LV,KC,,,,,6.0,-6.0,,,,,,,,,,,,,-2.9,15.9,8.3,11.6,-2.2,-2.9,0.6,1.9,6,6,0,,,,,
18,10,LAC @ DEN,1:00 PM,,DEN,LAC,,,,,-2.5,2.5,,,,,,,,,,,,,5.4,-4.6,-1.3,0.9,-7.0,5.1,-0.3,0.4,6,6,0,,,,,
18,11,MIA @ NE,1:00 PM,,NE,MIA,,,,,-2.5,2.5,,,,,,,,,,,,,-7.9,1.6,-8.7,4.3,1.6,5.8,-0.5,0.4,6,6,0,,,,,
18,12,NO @ ATL,1:00 PM,,ATL,NO,,,,,-4.5,4.5,,,,,,,,,,,,,-4.3,-11.0,3.8,-3.9,7.4,-6.8,-0.7,-0.3,6,6,0,,,,,
18,13,NYJ @ BUF,1:00 PM,,BUF,NYJ,,,,,-9.5,9.5,,,,,,,,,,,,,19.3,-19.3,16.8,-3.2,-2.9,-14.0,-0.4,-2.4,6,6,0,,,,,
18,14,SEA @ SF,1:00 PM,,SF,SEA,,,,,-4.5,4.5,,,,,,,,,,,,,13.7,-4.6,15.1,3.1,-0.3,-7.5,-1.9,-0.7,6,6,0,,,,,
18,15,TEN @ JAX,1:00 PM,,JAX,TEN,,,,,-4.5,4.5,,,,,,,,,,,,,-0.6,-17.4,-2.6,-4.1,-1.8,-13.3,0.2,0.0,6,6,0,,,,,
18,16,WSH @ PHI,1:00 PM,,PHI,WSH,,,,,0.0,0.0,,,,,,,,,,,,,11.0,15.9,6.3,15.2,1.8,0.1,2.2,0.8,6,6,0,,,,,
