week,date,team,opponent,home_or_away,time,rest_days,reserved,is_locked_out,expected_avail,spot_value,projected_win_prob,notes_future,spot_quality,preferred,must_use,save_for_later,notes,spot_value_score,max_future_prob,future_depth_ge55,future_depth_ge60
5,2025-10-05,NE,BUF,Away,8:20 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.6855,3,3
6,2025-10-12,NE,NO,Away,4:25 PM,7,False,False,False,Low,0.4167,,,False,False,False,,0.3334,0.6855,3,3
7,2025-10-19,NE,TEN,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.6855,3,3
8,2025-10-26,NE,CLE,Home,1:00 PM,7,False,False,False,Low,0.339,,,False,False,False,,0.3212,0.6855,3,3
9,2025-11-02,NE,ATL,Home,1:00 PM,7,False,False,False,Low,0.4167,,,False,False,False,,0.3834,0.6855,3,3
10,2025-11-09,NE,TB,Away,1:00 PM,7,False,False,False,Low,0.6855,,,False,False,False,,0.4984,0.6855,2,2
11,2025-11-13,NE,NYJ,Home,8:15 PM,4,False,False,False,Low,0.495,,,False,False,False,,0.446,0.6855,2,2
12,2025-11-23,NE,CIN,Away,1:00 PM,10,False,False,False,Low,0.3509,,,False,False,False,,0.2807,0.6855,2,2
13,2025-12-01,NE,NYG,Home,8:15 PM,8,False,False,False,Medium,0.6241,,,False,False,False,,0.5493,0.6855,1,1
15,2025-12-14,NE,BUF,Home,1:00 PM,13,False,False,False,Medium,0.6855,,,False,False,False,,0.6484,0.495,0,0
16,2025-12-21,NE,BAL,Away,1:00 PM,7,False,False,False,Low,0.2381,,,False,False,False,,0.1905,0.495,0,0
17,2025-12-28,NE,NYJ,Away,1:00 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.396,0.4673,0,0
18,2026-01-04,NE,MIA,Home,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.4238,0.0,0,0
1,2025-09-07,NO,ARI,Home,1:00 PM,7,False,False,False,Medium,0.7041,,,False,False,False,,0.6133,0.8095,6,5
2,2025-09-14,NO,SF,Home,1:00 PM,7,False,False,False,Low,0.2778,,,False,False,False,,0.2722,0.8095,6,5
3,2025-09-21,NO,SEA,Away,4:05 PM,7,False,False,False,Medium,0.7354,,,False,False,False,,0.5883,0.8095,5,4
4,2025-09-28,NO,BUF,Away,1:00 PM,7,False,False,False,Low,0.1754,,,False,False,False,,0.1403,0.8095,5,4
5,2025-10-05,NO,NYG,Home,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.8095,5,4
6,2025-10-12,NO,NE,Home,4:25 PM,7,False,False,False,Medium,0.6241,,,False,False,False,,0.5493,0.8095,4,3
7,2025-10-19,NO,CHI,Away,1:00 PM,7,False,False,False,Low,0.2667,,,False,False,False,,0.2134,0.8095,4,3
8,2025-10-26,NO,TB,Home,4:05 PM,7,False,False,False,Medium,0.8095,,,False,False,False,,0.6976,0.8095,3,2
9,2025-11-02,NO,LAR,Away,4:05 PM,7,False,False,False,Low,0.2273,,,False,False,False,,0.1318,0.8095,3,2
10,2025-11-09,NO,CAR,Away,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.8095,3,2
12,2025-11-23,NO,ATL,Home,4:25 PM,14,False,False,False,Low,0.3509,,,False,False,False,,0.3807,0.8095,3,2
13,2025-11-30,NO,MIA,Away,1:00 PM,7,False,False,False,Low,0.3226,,,False,False,False,,0.2081,0.8095,3,2
14,2025-12-07,NO,TB,Away,1:00 PM,7,False,False,False,Medium,0.8095,,,False,False,False,,0.6476,0.6364,2,1
15,2025-12-14,NO,CAR,Home,4:25 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.6364,2,1
16,2025-12-21,NO,NYJ,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6364,1,1
17,2025-12-28,NO,TEN,Away,1:00 PM,7,False,False,False,Medium,0.6364,,,False,False,False,,0.5091,0.3509,0,0
18,2026-01-04,NO,ATL,Away,1:00 PM,7,False,False,False,Low,0.3509,,,False,False,False,,0.2807,0.0,0,0
1,2025-09-07,NYG,WSH,Away,1:00 PM,7,False,False,False,Low,0.3704,,,False,False,False,,0.2963,0.8425,7,5
2,2025-09-14,NYG,DAL,Away,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.8425,7,5
3,2025-09-21,NYG,KC,Home,8:20 PM,7,False,False,False,Medium,0.7403,,,False,False,False,,0.6422,0.8425,6,4
4,2025-09-28,NYG,LAC,Home,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5693,0.8425,5,3
5,2025-10-05,NYG,NO,Away,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.8425,4,3
6,2025-10-09,NYG,PHI,Home,8:15 PM,4,False,False,False,High,0.8425,,,False,False,False,,0.724,0.8425,3,2
7,2025-10-19,NYG,DEN,Away,4:05 PM,10,False,False,False,Low,0.2703,,,False,False,False,,0.2162,0.8425,3,2
8,2025-10-26,NYG,PHI,Away,1:00 PM,7,False,False,False,Medium,0.8425,,,False,False,False,,0.674,0.6721,2,1
9,2025-11-02,NYG,SF,Home,1:00 PM,7,False,False,False,Low,0.3788,,,False,False,False,,0.353,0.6721,2,1
10,2025-11-09,NYG,CHI,Away,1:00 PM,7,False,False,False,Low,0.3448,,,False,False,False,,0.2758,0.6721,2,1
11,2025-11-16,NYG,GB,Home,1:00 PM,7,False,False,False,Medium,0.6721,,,False,False,False,,0.5877,0.5745,1,0
12,2025-11-23,NYG,DET,Away,1:00 PM,7,False,False,False,Low,0.2381,,,False,False,False,,0.1905,0.5745,1,0
13,2025-12-01,NYG,NE,Away,8:15 PM,8,False,False,False,Low,0.4167,,,False,False,False,,0.3334,0.5745,1,0
15,2025-12-14,NYG,WSH,Home,1:00 PM,13,False,False,False,Low,0.3704,,,False,False,False,,0.3963,0.5745,1,0
16,2025-12-21,NYG,MIN,Home,1:00 PM,7,False,False,False,Medium,0.5745,,,False,False,False,,0.5096,0.5495,0,0
17,2025-12-28,NYG,LV,Away,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.3738,0.5495,0,0
18,2026-01-04,NYG,DAL,Home,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.0,0,0
1,2025-09-07,NYJ,PIT,Home,1:00 PM,7,False,False,False,Low,0.4348,,,False,False,False,,0.3978,0.7727,6,2
2,2025-09-14,NYJ,BUF,Home,1:00 PM,7,False,False,False,Low,0.2381,,,False,False,False,,0.2405,0.7727,6,2
3,2025-09-21,NYJ,TB,Away,1:00 PM,7,False,False,False,Medium,0.7727,,,False,False,False,,0.6182,0.7436,5,1
4,2025-09-29,NYJ,MIA,Away,7:15 PM,8,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.7436,4,1
5,2025-10-05,NYJ,DAL,Home,1:00 PM,6,False,False,False,Medium,0.5868,,,False,False,False,,0.5194,0.7436,3,1
6,2025-10-12,NYJ,DEN,Home,9:30 AM,7,False,False,False,Medium,0.7436,,,False,False,False,,0.6449,0.5556,2,0
7,2025-10-19,NYJ,CAR,Home,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.5556,2,0
8,2025-10-26,NYJ,CIN,Away,1:00 PM,7,False,False,False,Low,0.2632,,,False,False,False,,0.2106,0.5556,2,0
10,2025-11-09,NYJ,CLE,Home,1:00 PM,14,False,False,False,Low,0.4545,,,False,False,False,,0.4136,0.5556,2,0
11,2025-11-13,NYJ,NE,Away,8:15 PM,4,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.5556,2,0
12,2025-11-23,NYJ,BAL,Away,1:00 PM,10,False,False,False,Low,0.1852,,,False,False,False,,0.1482,0.5556,2,0
13,2025-11-30,NYJ,ATL,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.5556,1,0
14,2025-12-07,NYJ,MIA,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.5495,0,0
15,2025-12-14,NYJ,JAX,Away,1:00 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.5495,0,0
16,2025-12-21,NYJ,NO,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.5495,0,0
17,2025-12-28,NYJ,NE,Home,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.2381,0,0
18,2026-01-04,NYJ,BUF,Away,1:00 PM,7,False,False,False,Low,0.2381,,,False,False,False,,0.1905,0.0,0,0
1,2025-09-04,PHI,DAL,Home,8:20 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.6855,6,4
2,2025-09-14,PHI,KC,Away,4:25 PM,10,False,False,False,Low,0.5192,,,False,False,False,,0.4154,0.6855,6,4
3,2025-09-21,PHI,LAR,Home,1:00 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.6855,6,4
4,2025-09-28,PHI,TB,Away,1:00 PM,7,False,False,False,Low,0.4545,,,False,False,False,,0.3636,0.6855,6,4
5,2025-10-05,PHI,DEN,Home,1:00 PM,7,False,False,False,Low,0.3704,,,False,False,False,,0.3463,0.6855,6,4
6,2025-10-09,PHI,NYG,Away,8:15 PM,4,False,False,False,Low,0.2,,,False,False,False,,0.16,0.6855,6,4
7,2025-10-19,PHI,MIN,Away,1:00 PM,10,False,False,False,Low,0.6241,,,False,False,False,,0.4993,0.6855,5,3
8,2025-10-26,PHI,NYG,Home,1:00 PM,7,False,False,False,Low,0.2,,,False,False,False,,0.21,0.6855,5,3
10,2025-11-10,PHI,GB,Away,8:15 PM,15,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6855,4,3
11,2025-11-16,PHI,DET,Home,8:20 PM,6,False,False,False,Low,0.3846,,,False,False,False,,0.3577,0.6855,4,3
12,2025-11-23,PHI,DAL,Away,4:25 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.6855,3,2
13,2025-11-28,PHI,CHI,Home,3:00 PM,5,False,False,False,Low,0.2778,,,False,False,False,,0.2722,0.6855,3,2
14,2025-12-08,PHI,LAC,Away,8:15 PM,10,False,False,False,Low,0.5745,,,False,False,False,,0.4596,0.6855,2,2
15,2025-12-14,PHI,LV,Home,1:00 PM,6,False,False,False,Low,0.2,,,False,False,False,,0.21,0.6855,2,2
16,2025-12-20,PHI,WSH,Away,1:00 PM,6,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.6855,1,1
17,2025-12-28,PHI,BUF,Away,4:25 PM,8,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.6855,1,1
18,2026-01-04,PHI,WSH,Home,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.0,0,0
1,2025-09-07,PIT,NYJ,Away,1:00 PM,7,False,False,False,Low,0.6078,,,False,False,False,,0.4862,0.6855,10,3
2,2025-09-14,PIT,SEA,Home,1:00 PM,7,False,False,False,Medium,0.5745,,,False,False,False,,0.5096,0.6855,9,3
3,2025-09-21,PIT,NE,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.6855,9,3
4,2025-09-28,PIT,MIN,Home,9:30 AM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6855,8,3
6,2025-10-12,PIT,CLE,Home,1:00 PM,14,False,False,False,Medium,0.5745,,,False,False,False,,0.5596,0.6855,7,3
7,2025-10-16,PIT,CIN,Away,8:15 PM,4,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.6855,6,3
8,2025-10-26,PIT,GB,Home,8:20 PM,10,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.6855,5,3
9,2025-11-02,PIT,IND,Home,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.6855,5,3
10,2025-11-09,PIT,LAC,Away,8:20 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.6855,5,3
11,2025-11-16,PIT,CIN,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.6855,4,3
12,2025-11-23,PIT,CHI,Away,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.3738,0.6855,4,3
13,2025-11-30,PIT,BUF,Home,4:25 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.6855,3,2
14,2025-12-07,PIT,BAL,Away,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.6855,2,1
15,2025-12-15,PIT,MIA,Home,8:15 PM,8,False,False,False,Low,0.4237,,,False,False,False,,0.389,0.6855,2,1
16,2025-12-21,PIT,DET,Away,4:25 PM,6,False,False,False,Low,0.3226,,,False,False,False,,0.2581,0.6855,2,1
17,2025-12-28,PIT,CLE,Away,1:00 PM,7,False,False,False,Low,0.5745,,,False,False,False,,0.4596,0.6855,1,1
18,2026-01-04,PIT,BAL,Home,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.0,0,0
1,2025-09-07,SEA,SF,Home,4:05 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.7101,2,1
2,2025-09-14,SEA,PIT,Away,1:00 PM,7,False,False,False,Low,0.4673,,,False,False,False,,0.3738,0.7101,2,1
3,2025-09-21,SEA,NO,Home,4:05 PM,7,False,False,False,Low,0.3077,,,False,False,False,,0.2962,0.7101,2,1
4,2025-09-25,SEA,ARI,Away,8:15 PM,4,False,False,False,Low,0.495,,,False,False,False,,0.396,0.7101,2,1
5,2025-10-05,SEA,TB,Home,4:05 PM,10,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.7101,2,1
6,2025-10-12,SEA,JAX,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.7101,2,1
7,2025-10-20,SEA,HOU,Home,10:00 PM,8,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.7101,2,1
9,2025-11-02,SEA,WSH,Away,8:20 PM,13,False,False,False,Medium,0.7101,,,False,False,False,,0.6181,0.5556,1,0
10,2025-11-09,SEA,ARI,Home,4:05 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.446,0.5556,1,0
11,2025-11-16,SEA,LAR,Away,4:05 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.5556,1,0
12,2025-11-23,SEA,TEN,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.5556,1,0
13,2025-11-30,SEA,MIN,Home,4:05 PM,7,False,False,False,Low,0.495,,,False,False,False,,0.446,0.5556,1,0
14,2025-12-07,SEA,ATL,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.5556,1,0
15,2025-12-14,SEA,IND,Home,4:25 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.5556,1,0
16,2025-12-18,SEA,LAR,Home,8:15 PM,4,False,False,False,Low,0.5495,,,False,False,False,,0.4896,0.5556,1,0
17,2025-12-28,SEA,CAR,Away,1:00 PM,10,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.3571,0,0
18,2026-01-04,SEA,SF,Away,1:00 PM,7,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.0,0,0
1,2025-09-07,SF,SEA,Away,4:05 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.7802,10,6
2,2025-09-14,SF,NO,Away,1:00 PM,7,False,False,False,Medium,0.7647,,,False,False,False,,0.6118,0.7802,9,5
3,2025-09-21,SF,ARI,Home,4:25 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.7802,8,5
4,2025-09-28,SF,JAX,Home,4:05 PM,7,False,False,False,Low,0.339,,,False,False,False,,0.3212,0.7802,8,5
5,2025-10-02,SF,LAR,Away,8:15 PM,4,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.7802,8,5
6,2025-10-12,SF,TB,Away,1:00 PM,10,False,False,False,Low,0.5652,,,False,False,False,,0.4522,0.7802,7,5
7,2025-10-19,SF,ATL,Home,8:20 PM,7,False,False,False,Low,0.303,,,False,False,False,,0.2924,0.7802,7,5
8,2025-10-26,SF,HOU,Away,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.7802,6,5
9,2025-11-02,SF,NYG,Away,1:00 PM,7,False,False,False,Medium,0.6644,,,False,False,False,,0.5315,0.7802,5,4
10,2025-11-09,SF,LAR,Home,4:25 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.7802,5,4
11,2025-11-16,SF,ARI,Away,4:05 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.7802,4,4
12,2025-11-24,SF,CAR,Home,8:15 PM,8,False,False,False,Low,0.2857,,,False,False,False,,0.2786,0.7802,4,4
13,2025-11-30,SF,CLE,Away,1:00 PM,6,False,False,False,Medium,0.7207,,,False,False,False,,0.5766,0.7802,3,3
15,2025-12-14,SF,TEN,Home,4:25 PM,14,False,False,False,High,0.7802,,,False,False,False,,0.7242,0.6855,2,2
16,2025-12-22,SF,IND,Away,8:15 PM,8,False,False,False,Low,0.6241,,,False,False,False,,0.4993,0.6855,1,1
17,2025-12-28,SF,CHI,Home,8:20 PM,6,False,False,False,Low,0.3846,,,False,False,False,,0.3577,0.6855,1,1
18,2026-01-04,SF,SEA,Home,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.0,0,0
1,2025-09-07,TB,ATL,Away,1:00 PM,7,False,False,False,Low,0.339,,,False,False,False,,0.2712,0.5868,2,0
2,2025-09-15,TB,HOU,Away,7:00 PM,8,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.5868,2,0
3,2025-09-21,TB,NYJ,Home,1:00 PM,6,False,False,False,Low,0.2703,,,False,False,False,,0.2662,0.5868,2,0
4,2025-09-28,TB,PHI,Home,1:00 PM,7,False,False,False,Medium,0.5868,,,False,False,False,,0.5194,0.5556,1,0
5,2025-10-05,TB,SEA,Away,4:05 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.5495,0,0
6,2025-10-12,TB,SF,Home,1:00 PM,7,False,False,False,Low,0.4762,,,False,False,False,,0.431,0.5495,0,0
7,2025-10-20,TB,DET,Away,7:00 PM,8,False,False,False,Low,0.3788,,,False,False,False,,0.303,0.5495,0,0
8,2025-10-26,TB,NO,Away,4:05 PM,6,False,False,False,Low,0.2326,,,False,False,False,,0.1861,0.5495,0,0
10,2025-11-09,TB,NE,Home,1:00 PM,14,False,False,False,Low,0.3571,,,False,False,False,,0.3857,0.5495,0,0
11,2025-11-16,TB,BUF,Away,1:00 PM,7,False,False,False,Low,0.3333,,,False,False,False,,0.2666,0.5495,0,0
12,2025-11-23,TB,LAR,Away,8:20 PM,7,False,False,False,Low,0.4464,,,False,False,False,,0.3571,0.5495,0,0
13,2025-11-30,TB,ARI,Home,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.5495,0,0
14,2025-12-07,TB,NO,Home,1:00 PM,7,False,False,False,Low,0.2326,,,False,False,False,,0.2361,0.5495,0,0
15,2025-12-11,TB,ATL,Home,8:15 PM,4,False,False,False,Low,0.339,,,False,False,False,,0.3212,0.5495,0,0
16,2025-12-21,TB,CAR,Away,1:00 PM,10,False,False,False,Low,0.2857,,,False,False,False,,0.2286,0.5495,0,0
17,2025-12-28,TB,MIA,Away,1:00 PM,7,False,False,False,Low,0.5495,,,False,False,False,,0.4396,0.2857,0,0
18,2026-01-04,TB,CAR,Home,1:00 PM,7,False,False,False,Low,0.2857,,,False,False,False,,0.2786,0.0,0,0
1,2025-09-07,TEN,DEN,Away,4:05 PM,7,False,False,False,Low,0.2439,,,False,False,False,,0.1951,0.7561,7,5
2,2025-09-14,TEN,LAR,Home,1:00 PM,7,False,False,False,Medium,0.697,,,False,False,False,,0.6076,0.7561,6,4
3,2025-09-21,TEN,IND,Home,1:00 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.365,0.7561,6,4
4,2025-09-28,TEN,HOU,Away,1:00 PM,7,False,False,False,Low,0.6183,,,False,False,False,,0.4946,0.7561,5,3
5,2025-10-05,TEN,ARI,Away,4:05 PM,7,False,False,False,Low,0.339,,,False,False,False,,0.2712,0.7561,5,3
6,2025-10-12,TEN,LV,Away,4:05 PM,7,False,False,False,Low,0.4132,,,False,False,False,,0.3306,0.7561,5,3
7,2025-10-19,TEN,NE,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.7561,4,3
8,2025-10-26,TEN,IND,Away,4:25 PM,7,False,False,False,Low,0.3937,,,False,False,False,,0.315,0.7561,4,3
9,2025-11-02,TEN,LAC,Home,1:00 PM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5984,0.7561,3,2
11,2025-11-16,TEN,HOU,Home,1:00 PM,14,False,False,False,Medium,0.6183,,,False,False,False,,0.5946,0.7561,2,1
12,2025-11-23,TEN,SEA,Home,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4945,0.7561,1,1
13,2025-11-30,TEN,JAX,Home,1:00 PM,7,False,False,False,Low,0.3704,,,False,False,False,,0.3463,0.7561,1,1
14,2025-12-07,TEN,CLE,Away,1:00 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.7561,1,1
15,2025-12-14,TEN,SF,Away,4:25 PM,7,False,False,False,Low,0.2632,,,False,False,False,,0.1606,0.7561,1,1
16,2025-12-21,TEN,KC,Home,1:00 PM,7,False,False,False,Medium,0.7561,,,False,False,False,,0.6549,0.4082,0,0
17,2025-12-28,TEN,NO,Home,1:00 PM,7,False,False,False,Low,0.4082,,,False,False,False,,0.3766,0.3704,0,0
18,2026-01-04,TEN,JAX,Away,1:00 PM,7,False,False,False,Low,0.3704,,,False,False,False,,0.2963,0.0,0,0
1,2025-09-07,WSH,NYG,Home,1:00 PM,7,False,False,False,Medium,0.6721,,,False,False,False,,0.5877,0.6855,4,3
2,2025-09-11,WSH,GB,Away,8:15 PM,4,False,False,False,Low,0.4545,,,False,False,False,,0.3636,0.6855,4,3
3,2025-09-21,WSH,LV,Home,1:00 PM,10,False,False,False,Low,0.2632,,,False,False,False,,0.2606,0.6855,4,3
4,2025-09-28,WSH,ATL,Away,1:00 PM,7,False,False,False,Medium,0.6491,,,False,False,False,,0.5193,0.6855,3,2
5,2025-10-05,WSH,LAC,Away,4:25 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.3902,0.6855,3,2
6,2025-10-13,WSH,CHI,Home,8:15 PM,8,False,False,False,Low,0.3704,,,False,False,False,,0.2963,0.6855,3,2
7,2025-10-19,WSH,DAL,Away,4:25 PM,6,False,False,False,Low,0.3759,,,False,False,False,,0.3007,0.6855,3,2
8,2025-10-27,WSH,KC,Away,8:15 PM,8,False,False,False,Low,0.3704,,,False,False,False,,0.2963,0.6855,3,2
9,2025-11-02,WSH,SEA,Home,8:20 PM,6,False,False,False,Low,0.3333,,,False,False,False,,0.2666,0.6855,3,2
10,2025-11-09,WSH,DET,Home,4:25 PM,7,False,False,False,Low,0.4878,,,False,False,False,,0.4402,0.6855,3,2
11,2025-11-16,WSH,MIA,Away,9:30 AM,7,False,False,False,Medium,0.6855,,,False,False,False,,0.5484,0.6721,2,1
13,2025-11-30,WSH,DEN,Home,8:20 PM,14,False,False,False,Low,0.4673,,,False,False,False,,0.4238,0.6721,2,1
14,2025-12-07,WSH,MIN,Away,1:00 PM,7,False,False,False,Low,0.5556,,,False,False,False,,0.4445,0.6721,1,1
15,2025-12-14,WSH,NYG,Away,1:00 PM,7,False,False,False,Low,0.6721,,,False,False,False,,0.4877,0.3759,0,0
16,2025-12-20,WSH,PHI,Home,1:00 PM,6,False,False,False,Low,0.3571,,,False,False,False,,0.3357,0.3759,0,0
17,2025-12-25,WSH,DAL,Home,1:00 PM,5,False,False,False,Low,0.3759,,,False,False,False,,0.3507,0.3571,0,0
18,2026-01-04,WSH,PHI,Away,1:00 PM,10,False,False,False,Low,0.3571,,,False,False,False,,0.2857,0.0,0,0
